id;domaine;chapitre;sous_chapitre;titre;exigence;lois;documents
357;sst;4;17;Ventilation;L'employeur a installé un système de ventilation mécanique ou naturelle ou un système mixte dans tous les locaux où les travaux sont menés dans des zones éloignées de la lumière du soleil.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
358;sst;4;18;Ventilation;Dans les locaux situés sous terre et ceux où les travaux sont effectués loin de la lumière du soleil, l'air provient de sources sans pollution.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
359;sst;4;19;Ventilation;Dans les locaux situés sous terre et ceux où les travaux sont effectués loin du soleil, l'air provient des sources loin des zones associées à un risque particulier de feu.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 7";nan
360;sst;4;20;Ventilation;Il y a des ouvertures assurant la ventilation et l'éclairage naturel dans les zones fermées.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 8";nan
361;sst;4;21;Ventilation;Les tambours sont placés autour de dispositifs mécaniques qui génèrent de la poussière pour capturer la poussière générée.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 10";nan
362;sst;4;22;Ventilation;Les gaz et les fumées générés par les machines chauffants pour la protection des travailleurs contre le froid et le mauvais temps sont évacués à l'extérieur des lieux.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 14";nan
363;sst;4;23;Ventilation;L'atmosphère de travail est protégée contre les émissions contre les égouts, les tombes ou toute autre source d'infection.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 9";nan
364;sst;4;24;Éclairage;Les locaux, les stations de travail, les zones de circulation et les zones de manutention sont adéquatement éclairés.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 13";nan
365;sst;4;25;Dispositions sanitaires;Il y a un nombre suffisant de toilettes dans l'installation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 18";nan
366;sst;4;26;Dispositions sanitaires;Les sols et les murs des installations sanitaires sont construits en matériaux imperméables et peints de couleur claire.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 18";nan
367;sst;4;27;Dispositions sanitaires;L'installation garantit que les travailleurs reçoivent des installations sanitaires individuelles, notamment des douches, de l'eau potable, des lavabos, des toilettes, etc.;"Loi 88-07 du 26 janvier 1988 sur l''hygiène, la sécurité et les soins de santé au travail; Art. 4";nan
368;sst;4;28;Dispositions sanitaires;Il y a des vestiaires adéquats dans l'installation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 19";nan
369;sst;4;29;Dispositions sanitaires;Il y a des éviers pour que les travailleurs se lavent les mains dans l'installation.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 20";nan
370;sst;4;30;Dispositions sanitaires;Il y a des douches à la disposition des travailleurs exposés à des conditions de travail impurs ou non hygiéniques, un risque de contamination et d'intoxication.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 21";nan
371;sst;4;31;Dispositions sanitaires;Les zones d'assainissement doivent être équipées d'ouvertures adéquates garantissant une ventilation naturelle.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 18";nan
373;sst;4;33;Zones de repos;Si plus de 25 personnes ont leur repas dans l'établissement, l'employeur offre un endroit adéquat à manger.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 22";nan
374;sst;4;34;Zones de repos;L'employeur interdit aux travailleurs de manger leurs repas sur les postes de travail à moins que la nature de l'activité ne comprenne l'utilisation de substances ou de préparations dangereuses.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 22";nan
375;sst;4;35;Zones de repos;L'installation garantit que les locaux consacrés aux travailleurs du logement sont isolés des ateliers et protégés contre les nuisances et les perturbations.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 23";nan
376;sst;5;1;Traitement manuel des charges / prévention des blessures du dos;L'employeur garantit que les travailleurs ne transportent pas manuellement de charges supérieures à 50 kg pour les hommes et 25 kg pour les femmes.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 26";nan
377;sst;6;1;Agents chimiques;L'employeur garantit que les travailleurs travaillant dans des pièces associés à un risque élevé d'exposition aux substances toxiques ne restent que la période minimale requise par la tâche et reçoivent une protection appropriée.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 11";nan
378;sst;6;2;Agents chimiques;Les opérations comprenant le traitement des matières irritantes ou toxiques sont effectuées mécaniquement dans un dispositif fermé.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 10";nan
379;sst;6;3;Agents chimiques;L'installation garantit que les travaux associés à un risque élevé d'exposition aux substances toxiques sont effectués dans des pièces consacrées à cette utilisation et équipées de dispositifs utilisés pour l'extraction et le renouvellement de l'air.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 11";nan
380;sst;6;4;Agents chimiques;L'installation offre aux travailleurs un équipement de protection approprié s'ils sont impliqués dans la manipulation ou le décantation des substances susceptibles de provoquer des brûlures, y compris des brûlures chimiques.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 32";nan
381;sst;6;5;Bruit;Les niveaux de bruit sont maintenus compatibles avec la santé des travailleurs.;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l''hygiène et à la sécurité dans les lieux de travail; Art. 15";* Enregistrements des résultats de surveillance du bruit professionnel
382;sst;6;6;Agents biologiques;Si l'entreprise n'est pas impliquée dans le secteur de la santé et de la pharmaceutique et ne distribue pas le pétrole et d'autres sources d'énergie, elle a suspendu toutes ses activités.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 10; Article 11; Article 12";nan
383;sst;6;7;Agents biologiques;Si l'entreprise est autorisée à poursuivre ses activités en fonction d'une décision spéciale, elle offre à ses employés le permis exceptionnel pertinent.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 6";nan
384;sst;6;8;Agents biologiques;Si l'entreprise est autorisée à poursuivre ses activités, elle doit fournir 50% de ses employés un congé payé exceptionnel.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 15";nan
385;sst;6;9;Agents biologiques;Si l'entreprise autorise les employés sur le lieu de travail, il garantit qu'ils portent des masques faciaux.;"Décret exécutif n ° 20-70 spécifiant des mesures supplémentaires pour la prévention et la lutte contre le coronavirus (Covid-19); Article 13";nan
386;sst;6;10;Amiante;L'employeur ne dépasse pas les niveaux autorisés de poussières d'amiante dans l'installation.;"Ordonnance interministérielle du 01 octobre 2003 sur la protection des travailleurs contre l''inhalation des poussières d''amiante; Art. 5";* Enregistrements des résultats de la surveillance des poussières d'amiante
